Occ_ID,IT_Occupation,Abilities
IT.14.UE.00,Design Engineer Or Ux Engineer,good communication skill and team collaboration
IT.14.UE.00,Design Engineer Or Ux Engineer,excellent verbal and written communication skill
IT.14.UE.00,Design Engineer Or Ux Engineer,communication and presentation skill
IT.14.UE.00,Design Engineer Or Ux Engineer,effective communication skill in written and spoken english
IT.14.UE.00,Design Engineer Or Ux Engineer,good written verbal communication skill in english
IT.14.UE.00,Design Engineer Or Ux Engineer,good communication skill keen to learn and a team player
IT.13.TML.00,Program Manager,posse strong interpersonal and communication skill
IT.13.TML.00,Program Manager,team player with good interpersonal skill
IT.13.TML.00,Program Manager,outstanding organizational and leadership skill
IT.13.TML.00,Program Manager,communicate effectively with all level of stakeholder
IT.13.TML.00,Program Manager,strong analytical conceptualization and problem solving skill
IT.13.TML.00,Program Manager,analytical problem solving skill
IT.13.TML.00,Program Manager,good interpersonal analytical and problem solving skill
IT.13.TML.00,Program Manager,strong interpersonal skill and communication skill
IT.13.TML.00,Program Manager,excellent written and spoken english skill
IT.13.TML.00,Program Manager,strong analytical and organizational skill and attention to detail
IT.13.TML.00,Program Manager,excellent presentation negotiation and interpersonal skill
IT.13.TML.00,Program Manager,excellent written and spoken english
IT.13.TML.00,Program Manager,good negotiation and interpersonal skill
IT.13.TML.00,Program Manager,excellent analytical and communication skill
IT.13.TML.00,Program Manager,team player with strong organization and people handling skill
IT.13.TML.00,Program Manager,good problem solving and troubleshooting skill
IT.13.TML.00,Program Manager,good interpersonal organizational and facilitation skill to maintain relationship with key stakeholder
IT.13.TML.00,Program Manager,excellent organizational and leadership skill
IT.13.TML.00,Program Manager,excellent problem solving critical thinking analytical and communication skill
IT.13.TML.00,Program Manager,good team player with good communication and interpersonal skill
IT.13.TML.00,Program Manager,posse good interpersonal written and communication skill
IT.13.TML.00,Program Manager,posse strong interpersonal and business communication skill
IT.13.TML.00,Program Manager,good planning and organizational skill
IT.13.TML.00,Program Manager,outstanding communication and interpersonal skill
IT.13.TML.00,Program Manager,strong written and verbal communication
IT.13.TML.00,Program Manager,excellent communication skill both written and verbal
IT.13.TML.00,Program Manager,good communication and team work skill
IT.13.TML.00,Program Manager,strong stakeholder management ability
IT.13.TML.00,Program Manager,good communication skill and a team player
IT.13.TML.00,Program Manager,good interpersonal skill including ability to work effectively and engage with a diverse group of stakeholder
IT.13.TML.00,Program Manager,good troubleshooting and analytical ability
IT.13.TML.00,Program Manager,good organization and planning skill
IT.13.TML.00,Program Manager,team player with ability to work independently and with initiative
IT.13.TML.00,Program Manager,strong project management and communication skill
IT.13.TML.00,Program Manager,good interpersonal skill and customer focus
IT.13.TML.00,Program Manager,communication presentation skill
IT.13.TML.00,Program Manager,effective communication and presentation skill
IT.13.TML.00,Program Manager,strong communication interpersonal and analytical skill
IT.13.TML.00,Program Manager,excellent presentation and communication skill with client and colleague
IT.13.TML.00,Program Manager,fluent in both verbal and written english
IT.13.TML.00,Program Manager,good communication and team management skill
IT.13.TML.00,Program Manager,establish strong relationship with key stakeholder
IT.13.TML.00,Program Manager,strong presentation and interpersonal skill
IT.13.TML.00,Program Manager,strong project management and organisational skill
IT.13.TML.00,Program Manager,managing communication with all stakeholder
IT.13.TML.00,Program Manager,proficient in written and spoken english
IT.13.TML.00,Program Manager,stakeholder relationship management
IT.13.TML.00,Program Manager,strong communication presentation and negotiation skill
IT.13.TML.00,Program Manager,strong analytical ability and attention to detail
IT.13.TML.00,Program Manager,excellent organisational and leadership ability
IT.13.TML.00,Program Manager,strong communication interpersonal and presentation skill
IT.13.TML.00,Program Manager,strong interpersonal communication skill
IT.13.TML.00,Program Manager,excellent analytical interpersonal and communication skill
IT.13.TML.00,Program Manager,solid communication interpersonal and presentation skill
IT.13.TML.00,Program Manager,strong critical thinking problem solving decision making skill
IT.13.TML.00,Program Manager,excellent leadership and management skill
IT.13.TML.00,Program Manager,must have strong communication skill and the ability to handle negotiation
IT.13.TML.00,Program Manager,good communication skill with the ability to relate to stakeholder at different level and strong vendor management skill both verbal and non verbal are a must
IT.13.TML.00,Program Manager,strong interpersonal and customer service skill
IT.13.TML.00,Program Manager,motivated individual and good team player
IT.13.TML.00,Program Manager,good written verbal communication skill
IT.13.TML.00,Program Manager,excellent time management and prioritizing skill
IT.13.TML.00,Program Manager,self motivated and resourceful team player with an eye for detail
IT.13.TML.00,Program Manager,outstanding communication interpersonal and leadership skill
IT.13.TML.00,Program Manager,ability to work independently and in a team
IT.13.TML.00,Program Manager,excellent organizational and coordination skill
IT.13.TML.00,Program Manager,good stakeholder management skill with ability to engage andgain key stakeholder buy in
IT.13.TML.00,Program Manager,strong interpersonal communication verbal and written and organizational skill
IT.13.TML.00,Program Manager,have good analytical skill and equipped with strong communication interpersonal skill
IT.11.SD.01,Development Lead,team player with strong communication and interpersonal skill
IT.11.SD.01,Development Lead,strong analytical and creative problem solving skill
IT.11.SD.01,Development Lead,ability to work independently and a a member of a team
IT.11.SD.01,Development Lead,great communication and teamwork skill
IT.11.SD.01,Development Lead,excellent problem solving and troubleshooting skill
IT.11.SD.01,Development Lead,strong analytical and critical thinking skill
IT.11.SD.01,Development Lead,strong written and verbal communication skill
IT.11.SD.01,Development Lead,team player with excellent communication skill
IT.11.SD.01,Development Lead,excellent team work and collaboration skill
IT.11.SD.01,Development Lead,ability to communicate clearly both in writing and verbally
IT.11.SD.01,Development Lead,team player with strong communication skill
IT.11.SD.01,Development Lead,teamwork and excellent communication and interpersonal skill
IT.11.SD.01,Development Lead,strong analytical and problem solving skill and
IT.11.SD.01,Development Lead,strong analytical and debugging skill
IT.11.SD.01,Development Lead,ability to communicate effectively in writing and orally
IT.11.SD.01,Development Lead,good communication inter personnel skill is required
IT.11.SD.01,Development Lead,good interpersonal collaboration presentation and communication skill
IT.11.SD.01,Development Lead,strong critical thinking and analytical skill
IT.11.SD.01,Development Lead,strong organizational time management skill
IT.11.SD.01,Development Lead,ability to work a part of team and independently
IT.11.SD.01,Development Lead,great organizational and time management skill
IT.11.SD.01,Development Lead,excellent interpersonal communication problem solving and analytical skill
IT.11.SD.01,Development Lead,strong communication and interpersonal skill
IT.11.SD.01,Development Lead,strong communication and team collaboration skill
IT.11.SD.01,Development Lead,strong oral and written communication skill
IT.06.IS.00,Cybersercurity Analyst,good analytical interpersonal and communication skill
IT.06.IS.00,Cybersercurity Analyst,a good team player with strong interpersonal and communication skill
IT.06.IS.00,Cybersercurity Analyst,strong communication skill communicating with business stakeholder
IT.06.IS.00,Cybersercurity Analyst,strong written and verbal communication skill
IT.06.IS.00,Cybersercurity Analyst,good communication and problem solving skill
IT.06.IS.00,Cybersercurity Analyst,posse effective written and oral communication skill
IT.06.IS.00,Cybersercurity Analyst,strong communication and presentation skill
IT.06.IS.00,Cybersercurity Analyst,strong communication presentation written and listening skill
IT.06.IS.00,Cybersercurity Analyst,strong interpersonal communication verbal and written organisation and analytical skill
IT.06.IS.00,Cybersercurity Analyst,interpersonal and stakeholder management skill
IT.06.IS.00,Cybersercurity Analyst,strong problem solving and analytical skill
IT.06.IS.00,Cybersercurity Analyst,excellent analytical and problem solving skill
IT.06.IS.00,Cybersercurity Analyst,good presentation communication and writing skill
IT.06.IS.00,Cybersercurity Analyst,a team player with excellent communication and interpersonal skill
IT.06.IS.00,Cybersercurity Analyst,strong oral and written communication skill
IT.02.AIBI.04,Machine Learning Lead,good project management and communication skill
IT.02.AIBI.04,Machine Learning Lead,excellent interpersonal communication and presentation skill both written and verbal
IT.02.AIBI.04,Machine Learning Lead,team player with strong communication and interpersonal skill
IT.02.AIBI.04,Machine Learning Lead,strong analytical skill with the ability to collect organize and analyse significant amount of information with attention to detail and accuracy
IT.02.AIBI.04,Machine Learning Lead,strong organizational and interpersonal skill
IT.02.AIBI.04,Machine Learning Lead,posse strong analytical and problem solving skill
IT.02.AIBI.04,Machine Learning Lead,posse strong written and verbal communication skill
IT.02.AIBI.04,Machine Learning Lead,strong communication and presentation skill to varying level of management
IT.02.AIBI.04,Machine Learning Lead,strong communication and interpersonal people skill
IT.02.AIBI.04,Machine Learning Lead,excellent analytical conceptual thinking and problem solving skill
IT.02.AIBI.04,Machine Learning Lead,excellent analytical and communication skill
IT.02.AIBI.04,Machine Learning Lead,excellent analytical and critical thinking skill
IT.02.AIBI.04,Machine Learning Lead,mentor and lead junior team member
IT.02.AIBI.04,Machine Learning Lead,strong analytical problem solving and critical thinking skill
IT.02.AIBI.04,Machine Learning Lead,excellent communication skill with the ability to instill confidence in potential and existing customer strong presentation skill with the ability to connect seamlessly with both business and technical audience
IT.02.AIBI.04,Machine Learning Lead,exceptional interpersonal and communication skill
IT.02.AIBI.04,Machine Learning Lead,strong analytical communication and interpersonal skill
IT.02.AIBI.04,Machine Learning Lead,strong skill in presentation interpersonal verbal and written communication
IT.02.AIBI.04,Machine Learning Lead,vp avp machine learning engineer ai industrialization group consumer banking and big data analytics technology technology operation wd19018
IT.02.AIBI.04,Machine Learning Lead,good stakeholder management and interpersonal skill
IT.02.AIBI.04,Machine Learning Lead,good project management and organization skill
IT.02.AIBI.04,Machine Learning Lead,strong analytical and critical thinking skill
IT.02.AIBI.04,Machine Learning Lead,self motivated driven a good team player and ability to multi task and
IT.02.AIBI.04,Machine Learning Lead,good organisational and strong interpersonal skill
IT.02.AIBI.04,Machine Learning Lead,excellent communication interpersonal relationship skill and a strong team player
IT.02.AIBI.04,Machine Learning Lead,lead and mentor junior team member
IT.02.AIBI.04,Machine Learning Lead,strong executive communication and presentation skill
IT.02.AIBI.04,Machine Learning Lead,exhibit interpersonal communication skill to communicate effectively
IT.02.AIBI.04,Machine Learning Lead,strong analytical skill with the ability to collect organize analyze and disseminate significant amount of information with attention to detail and accuracy
IT.02.AIBI.04,Machine Learning Lead,strong presentation and communication skill
IT.02.AIBI.04,Machine Learning Lead,good organizational and time management skill
IT.02.AIBI.04,Machine Learning Lead,vp avp machine learning engineer ai industrialization group consumer banking and big data analytics technology technology operation wd19016
IT.02.AIBI.04,Machine Learning Lead,a team player with excellent interpersonal skill
IT.02.AIBI.04,Machine Learning Lead,strong organizational and leadership skill
IT.02.AIBI.04,Machine Learning Lead,strong interpersonal communication skill
IT.02.AIBI.04,Machine Learning Lead,ability to work independently and a part of a team
IT.02.AIBI.04,Machine Learning Lead,self motivated driven strong team player
IT.02.AIBI.04,Machine Learning Lead,excellent communicator with great stakeholder management skill
IT.02.AIBI.04,Machine Learning Lead,good communication skill both verbal written
IT.02.AIBI.04,Machine Learning Lead,strong communication interpersonal and influencing skill
IT.02.AIBI.04,Machine Learning Lead,ability to work independently and in a team
IT.02.AIBI.04,Machine Learning Lead,strong organisational time management skill
IT.02.AIBI.04,Machine Learning Lead,excellent presentation analytical and communication skill
IT.10.PDCS.01,Head Of Devops And Sre,excellent written and verbal communication skill
IT.10.PDCS.01,Head Of Devops And Sre,excellent verbal and written communication skill
IT.12.TA.01,Principal Qa Engineer,excellent written and verbal communication skill
IT.12.TA.01,Principal Qa Engineer,good oral and written communication skill
IT.12.TA.01,Principal Qa Engineer,team player with good communication and interpersonal skill
IT.12.TA.01,Principal Qa Engineer,good communication skill and ability to work in a team
IT.12.TA.01,Principal Qa Engineer,excellent analytical and problem solving skill
IT.12.TA.01,Principal Qa Engineer,strong attention to detail excellent analytical and problem solving skill
IT.10.PDCS.03,Lead Engineer Cloud,excellent verbal and written communication skill
IT.10.PDCS.03,Lead Engineer Cloud,strong written and verbal communication skill
IT.10.PDCS.03,Lead Engineer Cloud,strong communication and presentation skill
IT.10.PDCS.03,Lead Engineer Cloud,strong problem solving and analytical skill
IT.10.PDCS.03,Lead Engineer Cloud,analytical and troubleshooting skill
IT.11.SD.03,Qa Engineer,team player with great interpersonal and communication skill
IT.11.SD.03,Qa Engineer,team player with strong communication and interpersonal skill
IT.11.SD.03,Qa Engineer,strong communication interpersonal skill
IT.11.SD.03,Qa Engineer,good communication skill and team player
IT.11.SD.03,Qa Engineer,strong interpersonal skill with the ability to work both independently and a part of the team
IT.11.SD.03,Qa Engineer,excellent organization communication and interpersonal skill
IT.11.SD.03,Qa Engineer,excellent communication skill both written and verbal
IT.11.SD.03,Qa Engineer,excellent verbal written communication and analytical skill
IT.11.SD.03,Qa Engineer,strong effective interpersonal and communication skill
IT.11.SD.03,Qa Engineer,strong analytical skill and problem solving skill
IT.11.SD.03,Qa Engineer,excellent team work and collaboration skill
IT.11.SD.03,Qa Engineer,ability to communicate clearly both in writing and verbally
IT.11.SD.03,Qa Engineer,analytical and posse good troubleshooting skill
IT.11.SD.03,Qa Engineer,strong interpersonal skill with the ability to work both independently and a part of a team
IT.11.SD.03,Qa Engineer,posse strong verbal and written communication skill
IT.11.SD.03,Qa Engineer,good troubleshooting and problem solving skill
IT.11.SD.03,Qa Engineer,good programming skill using c++ and python
IT.11.SD.03,Qa Engineer,good programming skill python c c++ etc
IT.11.SD.03,Qa Engineer,strong problem solving and analytical skill
IT.11.SD.03,Qa Engineer,strong communicator and interpersonal skill
IT.07.ITIA.04,Sme Systems,excellent written and verbal communication skill
IT.07.ITIA.04,Sme Systems,good written and verbal communication skill
IT.09.PPM.05,Director Of Engineering Or Vp Of Engineering,strong decision making leadership ability and excellent communication skill
IT.09.PPM.05,Director Of Engineering Or Vp Of Engineering,excellent written and oral communication skill
IT.09.PPM.05,Director Of Engineering Or Vp Of Engineering,strong communication interpersonal skill
IT.09.PPM.05,Director Of Engineering Or Vp Of Engineering,strong written and verbal communication skill
IT.09.PPM.05,Director Of Engineering Or Vp Of Engineering,excellent analytical and problem solving skill
IT.09.PPM.05,Director Of Engineering Or Vp Of Engineering,strong organizational and leadership skill
IT.09.PPM.05,Director Of Engineering Or Vp Of Engineering,strong communication and negotiation skill
IT.09.PPM.05,Director Of Engineering Or Vp Of Engineering,strong communication and presentation skill
IT.09.PPM.05,Director Of Engineering Or Vp Of Engineering,strong problem solving and analytical skill
IT.09.PPM.05,Director Of Engineering Or Vp Of Engineering,stakeholder communication and management
IT.09.PPM.05,Director Of Engineering Or Vp Of Engineering,excellent stakeholder management and communication skill
IT.09.PPM.05,Director Of Engineering Or Vp Of Engineering,excellent presentation negotiation and interpersonal skill
IT.09.PPM.01,Senior Product Manager Or Senior Marketing Manager,strong project management skill with good analytical skill
IT.09.PPM.01,Senior Product Manager Or Senior Marketing Manager,excellent communication skill both written and verbal
IT.09.PPM.01,Senior Product Manager Or Senior Marketing Manager,great stakeholder management and presentation skill
IT.09.PPM.01,Senior Product Manager Or Senior Marketing Manager,strong project management and problem solving skill ability to overcome obstacle to complete project and deliver result
IT.09.PPM.01,Senior Product Manager Or Senior Marketing Manager,strong communication and presentation skill
IT.09.PPM.01,Senior Product Manager Or Senior Marketing Manager,strong interpersonal communication and presentation skill
IT.09.PPM.01,Senior Product Manager Or Senior Marketing Manager,strong problem solving and analytical skill
IT.09.PPM.01,Senior Product Manager Or Senior Marketing Manager,exceptional written and verbal communication skill
IT.09.PPM.01,Senior Product Manager Or Senior Marketing Manager,excellent communication and stakeholder management skill
IT.10.PDCS.00,Devops Engineer Or Site Reliability Engineer,excellent communication skill both written and verbal
IT.10.PDCS.00,Devops Engineer Or Site Reliability Engineer,develop strong interpersonal and communication skill
IT.10.PDCS.00,Devops Engineer Or Site Reliability Engineer,good interpersonal and communication skill to interact effectively
IT.10.PDCS.00,Devops Engineer Or Site Reliability Engineer,excellent communication skill and a team player
IT.10.PDCS.00,Devops Engineer Or Site Reliability Engineer,strong analytical and communication skill
IT.10.PDCS.00,Devops Engineer Or Site Reliability Engineer,strong written and verbal communication skill
IT.10.PDCS.00,Devops Engineer Or Site Reliability Engineer,teamwork and excellent communication and interpersonal skill
IT.10.PDCS.00,Devops Engineer Or Site Reliability Engineer,strong problem solving and analytical skill
IT.10.PDCS.00,Devops Engineer Or Site Reliability Engineer,good communication and team collaboration skill
IT.14.UE.01,User Experience Lead,team player with strong communication and interpersonal skill
IT.14.UE.01,User Experience Lead,excellent presentation skill including oral and written communication skill
IT.14.UE.01,User Experience Lead,excellent written verbal communication skill
IT.14.UE.01,User Experience Lead,excellent communication skill a team player
IT.14.UE.01,User Experience Lead,strong communication and presentation skill
IT.14.UE.01,User Experience Lead,strong communication and interpersonal skill
IT.14.UE.01,User Experience Lead,strong communication interpersonal and presentation skill
IT.14.UE.01,User Experience Lead,strong communication skill both verbal and written
IT.14.UE.01,User Experience Lead,excellent analytical and problem solving skill
IT.14.UE.01,User Experience Lead,excellent analytical problem solving skill
IT.05.ERPM.03,App Engineer Crm,strong presentation and communication skill
IT.05.ERPM.03,App Engineer Crm,strong interpersonal and communication skill
IT.05.ERPM.03,App Engineer Crm,strong communication and interpersonal skill with all level of people
IT.05.ERPM.03,App Engineer Crm,strong communication and presentation skill
IT.05.ERPM.03,App Engineer Crm,strong problem solving and analytical skill
IT.05.ERPM.03,App Engineer Crm,a team player with excellent interpersonal and communication skill
IT.05.ERPM.03,App Engineer Crm,team player with good interpersonal and communication skill
IT.05.ERPM.03,App Engineer Crm,good communication skill both verbal and written
IT.05.ERPM.03,App Engineer Crm,strong oral and written communication skill
IT.07.ITIA.01,Head Of It,excellent written and verbal communication skill
IT.07.ITIA.01,Head Of It,strong communication and presentation skill
IT.07.ITIA.01,Head Of It,good verbal and written communication skill in english
IT.10.PDCS.00,Devops Lead Or Sre Lead,excellent communication skill both written and verbal
IT.10.PDCS.00,Devops Lead Or Sre Lead,good interpersonal skill with the ability to communicate and work effectively across the organization
IT.10.PDCS.00,Devops Lead Or Sre Lead,strong written and verbal communication skill
IT.10.PDCS.00,Devops Lead Or Sre Lead,excellent communication skill and effective team player
IT.10.PDCS.00,Devops Lead Or Sre Lead,excellent interpersonal skill with ability to communicate effectively with technical non technical and client
IT.10.PDCS.00,Devops Lead Or Sre Lead,strong analytical and troubleshooting skill
IT.10.PDCS.00,Devops Lead Or Sre Lead,team player with effective communication skill
IT.10.PDCS.00,Devops Lead Or Sre Lead,strong communication and presentation skill
IT.10.PDCS.00,Devops Lead Or Sre Lead,excellent communication skill and team player
IT.10.PDCS.00,Devops Lead Or Sre Lead,strong analytical or troubleshooting skill
IT.10.PDCS.00,Devops Lead Or Sre Lead,team player with good interpersonal and communication skill
IT.10.PDCS.00,Devops Lead Or Sre Lead,strong communication skill and ability to work effectively
IT.11.SD.02,Architect Fullstack,good communication interpersonal skill
IT.11.SD.02,Architect Fullstack,good teamwork and communication skill
IT.11.SD.02,Architect Fullstack,team player with good communication skill
IT.11.SD.02,Architect Fullstack,team player with strong communication and interpersonal skill
IT.11.SD.02,Architect Fullstack,strong verbal written and communication skill
IT.11.SD.02,Architect Fullstack,strong written and verbal communication skill
IT.11.SD.02,Architect Fullstack,strong problem solving analytical and conceptual skill
IT.11.SD.02,Architect Fullstack,team player with good communication and interpersonal skill
IT.11.SD.02,Architect Fullstack,strong communication and interpersonal skill
IT.11.SD.02,Architect Fullstack,strong problem solving and analytical skill
IT.11.SD.02,Architect Fullstack,good communication and interpersonal skill
IT.11.SD.02,Architect Fullstack,team player with good interpersonal and communication skill
IT.09.PPM.00,Product Manager Or Marketing Manager,excellent written and verbal communication skill
IT.09.PPM.00,Product Manager Or Marketing Manager,strong written and spoken communication skill
IT.05.ERPM.02,Erp Architect,excellent written and oral communication skill
IT.05.ERPM.02,Erp Architect,strong analytical and problem solving skill
IT.05.ERPM.02,Erp Architect,strong written and verbal communication skill
IT.05.ERPM.02,Erp Architect,excellent communication interpersonal and relationship building skill and ability to network
IT.05.ERPM.02,Erp Architect,strong problem solving analytical skill
IT.05.ERPM.02,Erp Architect,strong communication and presentation skill
IT.05.ERPM.02,Erp Architect,s strong interpersonal and communication skill
IT.06.IS.02,Cybersecurity Architect Or Head Cybersecurity,strong analytical problem solving and interpersonal skill
IT.06.IS.02,Cybersecurity Architect Or Head Cybersecurity,excellent written and verbal communication skill
IT.06.IS.02,Cybersecurity Architect Or Head Cybersecurity,strong analytical problem solving communication and interpersonal skill
IT.06.IS.02,Cybersecurity Architect Or Head Cybersecurity,excellent communication skill both written and verbal
IT.02.AIBI.05,Ai Architect,excellent written and verbal communication skill
IT.02.AIBI.05,Ai Architect,strong analytical and problem solving skill
IT.02.AIBI.05,Ai Architect,excellent presentation skill including oral and written communication skill
IT.02.AIBI.05,Ai Architect,strong communication and presentation skill
IT.02.AIBI.05,Ai Architect,strong problem solving and analytical skill
IT.02.AIBI.05,Ai Architect,strong written and oral communication skill
IT.13.TML.01,Director Of Programs,excellent communication skill and team work
IT.13.TML.01,Director Of Programs,excellent communication and teamwork skill
IT.01.AD.01,Senior Mobile Developer,strong written and verbal communication skill
IT.01.AD.01,Senior Mobile Developer,good interpersonal communication skill
IT.03.CS.02,Architect Customer Support Engineer Or Architect Customer Success Engineer,strong analytical and good problem solving skill
IT.03.CS.02,Architect Customer Support Engineer Or Architect Customer Success Engineer,excellent written and verbal communication skill
IT.03.CS.02,Architect Customer Support Engineer Or Architect Customer Success Engineer,strong analytical or troubleshooting skill
IT.03.CS.02,Architect Customer Support Engineer Or Architect Customer Success Engineer,strong written and verbal communication skill
IT.01.AD.02,Mobility Architect,good written and verbal communication skill
IT.01.AD.02,Mobility Architect,strong english communication skill both verbal and written
IT.04.DMA.00,Dba Or Database Developer,good verbal and written communication skill
IT.04.DMA.00,Dba Or Database Developer,excellent written and oral communication skill
IT.02.AIBI.02,Bi Architect Or Dw Architect,excellent written and verbal communication skill
IT.02.AIBI.02,Bi Architect Or Dw Architect,good verbal and written communication skill
IT.10.PDCS.04,Sme Cloud Or  Cloud Architect,good written and communication skill
IT.10.PDCS.04,Sme Cloud Or  Cloud Architect,excellent written and verbal communication skill
IT.04.DMA.02,Sme Dba,
IT.14.UE.02,User Experience Architect,excellent interpersonal and communication skill
IT.14.UE.02,User Experience Architect,excellent written and oral communication skill
IT.09.PPM.02,Director Of Products,excellent problem solving and analytical skill
IT.09.PPM.02,Director Of Products,excellent written and verbal communication skill
IT.09.PPM.02,Director Of Products,excellent analytical skill and creative problem solving skill
IT.09.PPM.02,Director Of Products,excellent interpersonal communication persuasion presentation and writing skill
